oid,timestamp,x,y,body_roll,body_pitch,body_yaw,head_roll,head_pitch,head_yaw,other_oid,other_class,labels2
48568,681.4,496009.2552,5406128.992,None,None,None,None,None,None,"[48572, 47646, 48566, 48569, 48570, 48574, 48575, 48568]","[3, 0, 3, 3, 3, 3, 3, 4]",CAR
48568,681.5,496009.3396,5406129.098,None,None,None,None,None,None,"[48568, 48569, 48566, 47646, 48570, 48572, 48574, 48575]","[4, 3, 3, 0, 3, 3, 3, 3]",CAR
48568,681.6,496009.3837,5406129.214,None,None,None,None,None,None,"[48569, 48568, 48575, 47646, 48572, 48574, 48570, 48566]","[3, 4, 3, 0, 3, 3, 3, 3]",CAR
48568,681.7,496009.418,5406129.347,None,None,None,None,None,None,"[47646, 48569, 48574, 48572, 48570, 48575, 48568, 48566]","[0, 3, 3, 3, 3, 3, 4, 3]",CAR
48568,681.8,496009.4731,5406129.519,None,None,None,None,None,None,"[48568, 48574, 48572, 48570, 48569, 48566, 47646, 48575]","[4, 3, 3, 3, 3, 3, 0, 3]",CAR
48568,681.9,496009.5506,5406129.645,None,None,None,None,None,None,"[48574, 48575, 48568, 48569, 48566, 47646, 48570, 48572]","[3, 3, 4, 3, 3, 0, 3, 3]",CAR
48568,682,496009.6444,5406129.699,None,None,None,None,None,None,"[48574, 48572, 48570, 48569, 48566, 47646, 48568, 48575]","[3, 3, 3, 3, 3, 0, 4, 3]",CAR
48568,682.1,496009.7398,5406129.776,None,None,None,None,None,None,"[48568, 48570, 48572, 48574, 48575, 48569, 48566, 47646]","[4, 3, 3, 3, 3, 3, 3, 0]",CAR
48568,682.2,496009.8291,5406129.868,None,None,None,None,None,None,"[48568, 48574, 48575, 48570, 48569, 48566, 47646, 48572]","[4, 3, 3, 3, 3, 3, 0, 3]",CAR
48568,682.3,496009.9105,5406129.967,None,None,None,None,None,None,"[48568, 47646, 48566, 48569, 48570, 48572, 48574, 48575]","[4, 0, 3, 3, 3, 3, 3, 3]",CAR
48568,682.4,496009.9862,5406130.076,None,None,None,None,None,None,"[47646, 48568, 48575, 48574, 48572, 48570, 48569, 48566]","[0, 4, 3, 3, 3, 3, 3, 3]",CAR
48568,682.5,496010.0565,5406130.203,None,None,None,None,None,None,"[48569, 47646, 48566, 48568, 48575, 48574, 48572, 48570]","[3, 0, 3, 4, 3, 3, 3, 3]",CAR
48568,682.6,496010.1191,5406130.343,None,None,None,None,None,None,"[48575, 48568, 47646, 48566, 48569, 48572, 48574]","[3, 4, 0, 3, 3, 3, 3]",CAR
48568,682.7,496010.1726,5406130.484,None,None,None,None,None,None,"[48566, 47646, 48568, 48575, 48574, 48572, 48569]","[3, 0, 4, 3, 3, 3, 3]",CAR
48568,682.8,496010.2203,5406130.623,None,None,None,None,None,None,"[48568, 48576, 48575, 48574, 48572, 48569, 48566, 47646]","[4, 5, 3, 3, 3, 3, 3, 0]",CAR
48568,682.9,496010.2634,5406130.767,None,None,None,None,None,None,"[48576, 48568, 48575, 48574, 48572, 48569, 48566, 47646]","[5, 4, 3, 3, 3, 3, 3, 0]",CAR
48568,683,496010.3074,5406130.918,None,None,None,None,None,None,"[48569, 48574, 48575, 48576, 48577, 48568, 47646, 48566, 48572]","[3, 3, 3, 5, 5, 4, 0, 3, 3]",CAR
48568,683.1,496010.3566,5406131.068,None,None,None,None,None,None,"[48568, 47646, 48566, 48569, 48574, 48576, 48575, 48572]","[4, 0, 3, 3, 3, 5, 3, 3]",CAR
48568,683.2,496010.4078,5406131.211,None,None,None,None,None,None,"[47646, 48568, 48576, 48575, 48574, 48566, 48569, 48572]","[0, 4, 5, 3, 3, 3, 3, 3]",CAR
48568,683.3,496010.4598,5406131.342,None,None,None,None,None,None,"[47646, 48566, 48569, 48572, 48574, 48575, 48576, 48568]","[0, 3, 3, 3, 3, 3, 5, 4]",CAR
48568,683.4,496010.5063,5406131.473,None,None,None,None,None,None,"[48568, 48576, 48575, 48574, 47646, 48566, 48569, 48572]","[4, 5, 3, 3, 0, 3, 3, 3]",CAR
48568,683.5,496010.5426,5406131.614,None,None,None,None,None,None,"[48574, 48572, 48566, 47646, 48568, 48578, 48576, 48575]","[3, 3, 3, 0, 4, 3, 5, 3]",CAR
48568,683.6,496010.5724,5406131.756,None,None,None,None,None,None,"[48568, 48574, 48572, 48566, 47646, 48578, 48576, 48575]","[4, 3, 3, 3, 0, 3, 5, 3]",CAR
48568,683.7,496010.5985,5406131.892,None,None,None,None,None,None,"[48568, 48578, 48576, 48575, 48574, 48572, 48566, 47646]","[4, 3, 5, 3, 3, 3, 3, 0]",CAR
48568,683.8,496010.6279,5406132.02,None,None,None,None,None,None,"[48576, 48572, 48574, 48566, 48568, 47646, 48578, 48575]","[5, 3, 3, 3, 4, 0, 3, 3]",CAR
48568,683.9,496010.6606,5406132.151,None,None,None,None,None,None,"[48574, 48568, 48578, 48576, 48566, 47646, 48572, 48575]","[3, 4, 3, 5, 3, 0, 3, 3]",CAR
48568,684,496010.6957,5406132.293,None,None,None,None,None,None,"[47646, 48578, 48575, 48576, 48574, 48572, 48566, 48579, 48568]","[0, 3, 3, 5, 3, 3, 3, 3, 4]",CAR
48568,684.1,496010.7319,5406132.441,None,None,None,None,None,None,"[48572, 48574, 48575, 48576, 48566, 48578, 48579, 47646, 48568]","[3, 3, 3, 5, 3, 3, 3, 0, 4]",CAR
48568,684.2,496010.7668,5406132.582,None,None,None,None,None,None,"[48566, 48574, 48575, 48576, 48578, 48579, 48568, 47646, 48572]","[3, 3, 3, 5, 3, 3, 4, 0, 3]",CAR
48568,684.3,496010.7963,5406132.709,None,None,None,None,None,None,"[48575, 47646, 48566, 48572, 48574, 48568, 48576, 48579]","[3, 0, 3, 3, 3, 4, 5, 3]",CAR
48568,684.4,496010.8412,5406132.844,None,None,None,None,None,None,"[48566, 48568, 48579, 48576, 48575, 48574, 48572, 47646]","[3, 4, 3, 5, 3, 3, 3, 0]",CAR
48568,684.5,496010.8787,5406132.988,None,None,None,None,None,None,"[48574, 48566, 47646, 48568, 48581, 48579, 48576, 48575]","[3, 3, 0, 4, 3, 3, 5, 3]",CAR
48568,684.6,496010.9054,5406133.139,None,None,None,None,None,None,"[48579, 48576, 48575, 48574, 48566, 47646, 48568, 48581]","[3, 5, 3, 3, 3, 0, 4, 3]",CAR
48568,684.7,496010.9359,5406133.283,None,None,None,None,None,None,"[48575, 48574, 48566, 47646, 48568, 48581, 48579, 48576]","[3, 3, 3, 0, 4, 3, 3, 5]",CAR
48568,684.8,496010.9673,5406133.417,None,None,None,None,None,None,"[48574, 48575, 48576, 47646, 48579, 48581, 48568, 48566]","[3, 3, 5, 0, 3, 3, 4, 3]",CAR
10253,2189.4,495937.2602,5406138.229,None,None,None,None,None,None,"[10253, 7219, 10246, 10249, 10250, 10251, 10252]","[4, 0, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2189.5,495937.437,5406138.212,0,0,336,0,0,330.8,"[7219, 10249, 10253, 10252, 10251, 10250, 10246]","[0, 3, 4, 3, 3, 3, 3]",PEDESTRIANS
10253,2189.6,495937.6065,5406138.165,-3.2,0,335.2,-7.4,0,308.8,"[10249, 10246, 7219, 10253, 10252, 10251]","[3, 3, 0, 4, 3, 3]",PEDESTRIANS
10253,2189.7,495937.7936,5406138.127,2.8,-5.2,329.2,-8,0,320.8,"[10253, 10249, 10246, 7219, 10251, 10252]","[4, 3, 3, 0, 3, 3]",PEDESTRIANS
10253,2189.8,495938.0064,5406138.105,0,0,346.8,3.6,0,319.754,"[10252, 7219, 10246, 10253, 10249, 10251]","[3, 0, 3, 4, 3, 3]",PEDESTRIANS
10253,2189.9,495938.2068,5406138.058,0,0,340,0,0,288,"[10252, 10249, 10246, 7219, 10253, 10251]","[3, 3, 3, 0, 4, 3]",PEDESTRIANS
10253,2190,495938.4005,5406137.999,0,0,340.8,0,0,277.6,"[7219, 10253, 10252, 10251, 10249, 10246]","[0, 4, 3, 3, 3, 3]",PEDESTRIANS
10253,2190.1,495938.5895,5406137.944,0,0,340.8,0,0,265.6,"[10251, 10252, 10253, 7219, 10246, 10249]","[3, 3, 4, 0, 3, 3]",PEDESTRIANS
10253,2190.2,495938.777,5406137.91,0,0,340,0,0,267.2,"[10252, 10251, 10249, 10246, 7219, 10253]","[3, 3, 3, 3, 0, 4]",PEDESTRIANS
10253,2190.3,495938.9603,5406137.88,None,None,None,None,None,None,"[10246, 10253, 10252, 10251, 7219, 10249]","[3, 4, 3, 3, 0, 3]",PEDESTRIANS
10253,2190.4,495939.1435,5406137.85,None,None,None,None,None,None,"[10246, 7219, 10249, 10251, 10252, 10253]","[3, 0, 3, 3, 3, 4]",PEDESTRIANS
10253,2190.5,495939.3569,5406137.833,0.987654,0,337.284,-3.45679,0,286.914,"[10249, 10246, 10253, 7219, 10251, 10252]","[3, 3, 4, 0, 3, 3]",PEDESTRIANS
10253,2190.6,495939.5939,5406137.824,0,0,340,0,0,340.8,"[10246, 7219, 10253, 10252, 10251, 10249]","[3, 0, 4, 3, 3, 3]",PEDESTRIANS
10253,2190.7,495939.7662,5406137.816,2.46914,0,335.802,-2.96296,0,311.111,"[7219, 10246, 10249, 10251, 10252, 10253]","[0, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2190.8,495939.903,5406137.789,2.6,-0.8,336,-3.4,0,317.2,"[10249, 7219, 10252, 10253, 10246, 10251]","[3, 0, 3, 4, 3, 3]",PEDESTRIANS
10253,2190.9,495940.0705,5406137.73,0.6,-1.6,335.6,-3.8,0,307.822,"[10249, 10252, 10253, 7219, 10246, 10251]","[3, 3, 4, 0, 3, 3]",PEDESTRIANS
10253,2191,495940.2465,5406137.681,1.8,0,336,-3.6,0,312.4,"[10252, 7219, 10246, 10249, 10251, 10253]","[3, 0, 3, 3, 3, 4]",PEDESTRIANS
10253,2191.1,495940.4277,5406137.639,1.4,0,335.6,-4.8,0,309.185,"[10252, 10251, 10249, 10246, 7219, 10253]","[3, 3, 3, 3, 0, 4]",PEDESTRIANS
10253,2191.2,495940.6021,5406137.591,0,0,335.6,-4.6,0,325.96,"[10253, 7219, 10249, 10251, 10246, 10252, 10254]","[4, 0, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2191.3,495940.7753,5406137.535,None,None,None,None,None,None,"[10253, 10249, 10246, 7219, 10254, 10251, 10252]","[4, 3, 3, 0, 3, 3, 3]",PEDESTRIANS
10253,2191.4,495940.9485,5406137.479,None,None,None,None,None,None,"[10249, 10254, 10253, 7219, 10251, 10252, 10246]","[3, 3, 4, 0, 3, 3, 3]",PEDESTRIANS
10253,2191.5,495941.1388,5406137.408,0,0,339.6,-1.95918,0,310,"[7219, 10254, 10251, 10249, 10246, 10252, 10253]","[0, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2191.6,495941.3336,5406137.362,0,0,340,-0.979592,0,312.4,"[10249, 10253, 10254, 7219, 10246, 10251]","[3, 4, 3, 0, 3, 3]",PEDESTRIANS
10253,2191.7,495941.5194,5406137.369,0,0,342.8,0,0,307.2,"[10254, 10246, 10249, 10251, 10253, 7219]","[3, 3, 3, 3, 4, 0]",PEDESTRIANS
10253,2191.8,495941.7276,5406137.358,None,None,None,None,None,None,"[10253, 7219, 10254, 10251, 10249, 10246]","[4, 0, 3, 3, 3, 3]",PEDESTRIANS
10253,2191.9,495941.9359,5406137.347,None,None,None,None,None,None,"[10253, 7219, 10246, 10251, 10254]","[4, 0, 3, 3, 3]",PEDESTRIANS
10253,2192,495942.1272,5406137.345,0,0,337.2,0,0,299.2,"[7219, 10253, 10254, 10251, 10246]","[0, 4, 3, 3, 3]",PEDESTRIANS
10253,2192.1,495942.3074,5406137.358,0,0,330.4,0,0,278,"[10251, 10254, 7219, 10253, 10246]","[3, 3, 0, 4, 3]",PEDESTRIANS
10253,2192.2,495942.4877,5406137.368,0,0,330.4,0,0,272,"[10253, 7219, 10251, 10246, 10254]","[4, 0, 3, 3, 3]",PEDESTRIANS
10253,2192.3,495942.6392,5406137.367,None,None,None,None,None,None,"[10251, 10254, 10253, 7219, 10246]","[3, 3, 4, 0, 3]",PEDESTRIANS
10253,2192.4,495942.7721,5406137.355,0,0,330.318,0,0,272.016,"[10253, 10251, 10246, 7219, 10254]","[4, 3, 3, 0, 3]",PEDESTRIANS
10253,2192.5,495942.8963,5406137.353,0,0,317.6,0,0,230.139,"[10254, 7219, 10246, 10251, 10255, 10253]","[3, 0, 3, 3, 3, 4]",PEDESTRIANS
10253,2192.6,495943.0502,5406137.395,None,None,None,None,None,None,"[10254, 7219, 10246, 10253, 10255, 10251]","[3, 0, 3, 4, 3, 3]",PEDESTRIANS
10253,2192.7,495943.2041,5406137.438,None,None,None,None,None,None,"[10246, 10253, 10255, 10254, 10251, 7219]","[3, 4, 3, 3, 3, 0]",PEDESTRIANS
10253,2192.8,495943.358,5406137.48,None,None,None,None,None,None,"[10253, 10255, 10254, 10251, 10246, 7219]","[4, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2192.9,495943.5119,5406137.522,None,None,None,None,None,None,"[10254, 10255, 10251, 7219, 10246, 10253]","[3, 3, 3, 0, 3, 4]",PEDESTRIANS
10253,2193,495943.6658,5406137.564,None,None,None,None,None,None,"[7219, 10246, 10251, 10254, 10255, 10253]","[0, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2193.1,495943.8197,5406137.606,None,None,None,None,None,None,"[10253, 10255, 10254, 10251, 10246, 7219]","[4, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2193.2,495943.9736,5406137.648,None,None,None,None,None,None,"[7219, 10255, 10253, 10251, 10246, 10254]","[0, 3, 4, 3, 3, 3]",PEDESTRIANS
10253,2193.3,495944.1275,5406137.69,None,None,None,None,None,None,"[10251, 10254, 10255, 10253, 10246, 7219]","[3, 3, 3, 4, 3, 0]",PEDESTRIANS
10253,2193.4,495944.2814,5406137.732,None,None,None,None,None,None,"[10255, 10256, 10253, 10254, 10251, 10246, 7219]","[3, 3, 4, 3, 3, 3, 0]",PEDESTRIANS
10253,2193.5,495944.4353,5406137.775,None,None,None,None,None,None,"[10253, 10256, 7219, 10246, 10251, 10254, 10255]","[4, 3, 0, 3, 3, 3, 3]",PEDESTRIANS
10253,2193.6,495944.5892,5406137.817,None,None,None,None,None,None,"[10256, 10251, 10255, 7219, 10254, 10253, 10246]","[3, 3, 3, 0, 3, 4, 3]",PEDESTRIANS
10253,2193.7,495944.7431,5406137.859,None,None,None,None,None,None,"[7219, 10251, 10254, 10255, 10256, 10257, 10253, 10246]","[0, 3, 3, 3, 3, 3, 4, 3]",PEDESTRIANS
10253,2193.8,495944.897,5406137.901,None,None,None,None,None,None,"[10246, 10253, 10258, 10257, 10256, 10255, 10254, 10251, 7219]","[3, 4, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2193.9,495945.0509,5406137.943,None,None,None,None,None,None,"[10255, 10253, 7219, 10246, 10251, 10254, 10258, 10257]","[3, 4, 0, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2194,495945.2048,5406137.985,None,None,None,None,None,None,"[10246, 7219, 10253, 10258, 10257, 10255, 10254, 10251]","[3, 0, 4, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2194.1,495945.3587,5406138.027,None,None,None,None,None,None,"[10246, 10253, 10258, 10257, 10255, 10254, 10251, 7219]","[3, 4, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2194.2,495945.5126,5406138.07,None,None,None,None,None,None,"[7219, 10253, 10258, 10257, 10255, 10254, 10251, 10246]","[0, 4, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2194.3,495945.6665,5406138.112,None,None,None,None,None,None,"[10253, 7219, 10246, 10251, 10254, 10255, 10257, 10258]","[4, 0, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2194.4,495945.79,5406138.167,0,0,305.2,0,0,205.6,"[10253, 7219, 10257, 10258, 10254, 10255, 10251, 10246]","[4, 0, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2194.5,495945.9432,5406138.216,0,0,305.2,0,0.8,211.6,"[10251, 10246, 10254, 10255, 10257, 10258, 10253, 7219]","[3, 3, 3, 3, 3, 3, 4, 0]",PEDESTRIANS
10253,2194.6,495946.207,5406138.213,0,0,284.4,2,1.2,200.8,"[10246, 10254, 10251, 10255, 10257, 10258, 7219, 10253]","[3, 3, 3, 3, 3, 3, 0, 4]",PEDESTRIANS
10253,2194.7,495946.2871,5406138.268,0,0,295.2,0,0,201.2,"[10251, 10257, 10253, 10246, 7219, 10254, 10255]","[3, 3, 4, 3, 0, 3, 3]",PEDESTRIANS
10253,2194.8,495946.3689,5406138.334,0,0,291.393,0,0,200,"[10257, 7219, 10246, 10251, 10254, 10255, 10253]","[3, 0, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2194.9,495946.4772,5406138.398,0,0,287.886,0,0,205.926,"[10246, 7219, 10254, 10253, 10257, 10255, 10259, 10251]","[3, 0, 3, 4, 3, 3, 3, 3]",PEDESTRIANS
10253,2195,495946.6224,5406138.455,0,0,292.035,0,0,199.077,"[10255, 10251, 10254, 10253, 10246, 7219, 10261, 10260, 10259, 10257]","[3, 3, 3, 4, 3, 0, 3, 3, 3, 3]",PEDESTRIANS
10253,2195.1,495946.7611,5406138.497,0,0,285.432,0,0,202.963,"[10254, 7219, 10246, 10251, 10255, 10257, 10259, 10260, 10261, 10253]","[3, 0, 3, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2195.2,495946.8832,5406138.532,0,0,290.37,0,0,201.975,"[10261, 10253, 10260, 10259, 10257, 10255, 10254, 10251, 10246, 7219]","[3, 4, 3, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2195.3,495947.0457,5406138.539,0,2,290,2.2,0,199.6,"[10254, 10251, 10246, 7219, 10253, 10261, 10260, 10259, 10257, 10255]","[3, 3, 3, 0, 4, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2195.4,495947.1183,5406138.549,0,2.6,286,3,0,188.4,"[10259, 10257, 10255, 10253, 10261, 10254, 10251, 10246, 7219, 10260]","[3, 3, 3, 4, 3, 3, 3, 3, 0, 3]",PEDESTRIANS
10253,2195.5,495947.0676,5406138.608,0,0,285.2,2.4,0,188,"[10261, 10253, 10259, 7219, 10257, 10255, 10254, 10246, 10260]","[3, 4, 3, 0, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2195.6,495947.0523,5406138.645,0,0,261.6,2,2,191.151,"[10255, 7219, 10246, 10254, 10257, 10259, 10260, 10261, 10253]","[3, 0, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2195.7,495947.0575,5406138.666,-2.2,5.6,257.2,-0.4,0,194,"[10259, 10257, 10255, 10246, 10253, 10263, 10261, 7219, 10260]","[3, 3, 3, 3, 4, 3, 3, 0, 3]",PEDESTRIANS
10253,2195.8,495947.0709,5406138.668,0,2.4,238.4,0,0,195.2,"[10261, 10263, 10253, 7219, 10246, 10260, 10259, 10255]","[3, 3, 4, 0, 3, 3, 3, 3]",PEDESTRIANS
10253,2195.9,495947.0783,5406138.671,0,1,229.2,-1,0,180.4,"[10263, 10264, 10253, 10260, 10261, 10259, 10255, 10246, 7219]","[3, 3, 4, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2196,495947.1066,5406138.673,0,0,222,0,0,162.4,"[10259, 10255, 10246, 7219, 10253, 10264, 10263, 10261, 10260]","[3, 3, 3, 0, 4, 3, 3, 3, 3]",PEDESTRIANS
10253,2196.1,495947.1361,5406138.672,0,0,216.4,0,-0.2,161.2,"[7219, 10246, 10255, 10259, 10260, 10261, 10263, 10264, 10253]","[0, 3, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2196.2,495947.2045,5406138.629,0,0,209.2,-4.2,0,183.6,"[10253, 10246, 10255, 10259, 10260, 10261, 10263, 10264, 7219]","[4, 3, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2196.3,495947.2006,5406138.66,0,0,203.432,-7.90123,0,203.6,"[10259, 10260, 10261, 10263, 10264, 10253, 10255, 10246, 7219]","[3, 3, 3, 3, 3, 4, 3, 3, 0]",PEDESTRIANS
10253,2196.4,495947.189,5406138.671,None,None,None,None,None,None,"[10259, 10255, 10246, 7219, 10253, 10264, 10263, 10261, 10260]","[3, 3, 3, 0, 4, 3, 3, 3, 3]",PEDESTRIANS
10253,2196.5,495947.1813,5406138.682,None,None,None,None,None,None,"[10253, 10260, 10259, 10255, 10264, 10263, 10261, 7219, 10246]","[4, 3, 3, 3, 3, 3, 3, 0, 3]",PEDESTRIANS
10253,2196.6,495947.1935,5406138.695,None,None,None,None,None,None,"[10246, 7219, 10255, 10259, 10260, 10261, 10263, 10264, 10253]","[3, 0, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2196.7,495947.2218,5406138.712,None,None,None,None,None,None,"[10264, 7219, 10246, 10255, 10259, 10260, 10261, 10263, 10253]","[3, 0, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2196.8,495947.2659,5406138.729,None,None,None,None,None,None,"[10253, 10264, 10263, 10261, 10260, 10259, 10255, 10246, 7219]","[4, 3, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2196.9,495947.3408,5406138.739,None,None,None,None,None,None,"[10246, 10255, 10259, 10260, 10261, 10263, 10264, 10265, 10253, 7219]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 0]",PEDESTRIANS
10253,2197,495947.4207,5406138.744,None,None,None,None,None,None,"[7219, 10246, 10255, 10259, 10260, 10261, 10263, 10264, 10265, 10253]","[0, 3, 3, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2197.1,495947.4994,5406138.755,None,None,None,None,None,None,"[10253, 7219, 10246, 10255, 10259, 10261, 10263, 10264, 10265]","[4, 0, 3, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2197.2,495947.5921,5406138.773,None,None,None,None,None,None,"[10259, 10261, 10263, 10264, 10265, 7219, 10253, 10246, 10255]","[3, 3, 3, 3, 3, 0, 4, 3, 3]",PEDESTRIANS
10253,2197.3,495947.6801,5406138.81,None,None,None,None,None,None,"[10246, 10253, 10265, 10264, 10263, 10261, 10259, 7219, 10255]","[3, 4, 3, 3, 3, 3, 3, 0, 3]",PEDESTRIANS
10253,2197.4,495947.7613,5406138.872,None,None,None,None,None,None,"[10253, 7219, 10246, 10255, 10259, 10261, 10263, 10264, 10265]","[4, 0, 3, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2197.5,495947.8566,5406138.943,None,None,None,None,None,None,"[10253, 10259, 10261, 10263, 10264, 10265, 10246, 10255, 7219]","[4, 3, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2197.6,495947.9494,5406139.021,None,None,None,None,None,None,"[10263, 10259, 10255, 10246, 7219, 10253, 10265, 10264, 10261]","[3, 3, 3, 3, 0, 4, 3, 3, 3]",PEDESTRIANS
10253,2197.7,495948.0464,5406139.111,None,None,None,None,None,None,"[7219, 10253, 10266, 10265, 10264, 10263, 10261, 10259, 10255, 10246]","[0, 4, 3, 3, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2197.8,495948.1484,5406139.215,None,None,None,None,None,None,"[10259, 10264, 10263, 10261, 10246, 7219, 10265, 10266, 10253, 10255]","[3, 3, 3, 3, 3, 0, 3, 3, 4, 3]",PEDESTRIANS
10253,2197.9,495948.2572,5406139.328,None,None,None,None,None,None,"[10265, 7219, 10259, 10261, 10263, 10246, 10264, 10255, 10253, 10266]","[3, 0, 3, 3, 3, 3, 3, 3, 4, 3]",PEDESTRIANS
10253,2198,495948.3775,5406139.453,None,None,None,None,None,None,"[7219, 10246, 10255, 10259, 10261, 10263, 10264, 10265, 10266, 10253]","[0, 3, 3, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2198.1,495948.4974,5406139.577,None,None,None,None,None,None,"[10253, 10267, 10266, 10265, 10264, 10263, 10261, 10259, 10255, 10246, 7219]","[4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2198.2,495948.6027,5406139.706,None,None,None,None,None,None,"[10265, 7219, 10246, 10255, 10259, 10263, 10264, 10261, 10253, 10267]","[3, 0, 3, 3, 3, 3, 3, 3, 4, 3]",PEDESTRIANS
10253,2198.3,495948.7105,5406139.841,None,None,None,None,None,None,"[10261, 10253, 10265, 10264, 10267, 10263, 7219, 10246, 10255, 10259]","[3, 4, 3, 3, 3, 3, 0, 3, 3, 3]",PEDESTRIANS
10253,2198.4,495948.8386,5406139.975,None,None,None,None,None,None,"[10267, 10253, 10265, 10264, 10263, 10261, 10259, 10255, 10246, 7219]","[3, 4, 3, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2198.5,495948.978,5406140.109,None,None,None,None,None,None,"[10259, 10255, 10246, 7219, 10253, 10265, 10264, 10263, 10261]","[3, 3, 3, 0, 4, 3, 3, 3, 3]",PEDESTRIANS
10253,2198.6,495949.1171,5406140.246,None,None,None,None,None,None,"[10263, 10264, 10265, 10268, 10253, 10246, 7219, 10255, 10259, 10261]","[3, 3, 3, 3, 4, 3, 0, 3, 3, 3]",PEDESTRIANS
10253,2198.7,495949.2563,5406140.374,None,None,None,None,None,None,"[10265, 10268, 10253, 10263, 7219, 10246, 10255, 10259, 10261, 10264]","[3, 3, 4, 3, 0, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2198.8,495949.4115,5406140.498,None,None,None,None,None,None,"[10264, 10263, 10261, 10259, 10255, 10246, 7219, 10268, 10253, 10265]","[3, 3, 3, 3, 3, 3, 0, 3, 4, 3]",PEDESTRIANS
10253,2198.9,495949.5589,5406140.609,None,None,None,None,None,None,"[10253, 10246, 10261, 7219, 10264, 10265, 10255, 10259, 10263, 10268]","[4, 3, 3, 0, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2199,495949.7162,5406140.726,None,None,None,None,None,None,"[10263, 10259, 10255, 10246, 7219, 10253, 10268, 10265, 10264, 10261]","[3, 3, 3, 3, 0, 4, 3, 3, 3, 3]",PEDESTRIANS
10253,2199.1,495949.8742,5406140.846,None,None,None,None,None,None,"[10265, 10246, 7219, 10255, 10259, 10261, 10263, 10264, 10268, 10253]","[3, 3, 0, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2199.2,495950.0175,5406140.959,None,None,None,None,None,None,"[10255, 10253, 10268, 10265, 10264, 10263, 10261, 10259, 10246, 7219]","[3, 4, 3, 3, 3, 3, 3, 3, 3, 0]",PEDESTRIANS
10253,2199.3,495950.152,5406141.068,None,None,None,None,None,None,"[10255, 7219, 10246, 10259, 10261, 10263, 10264, 10265, 10268, 10269, 10253]","[3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
10253,2199.4,495950.2894,5406141.173,None,None,None,None,None,None,"[10264, 10253, 10268, 10265, 10263, 10261, 10259, 10255, 10246, 7219, 10269]","[3, 4, 3, 3, 3, 3, 3, 3, 3, 0, 3]",PEDESTRIANS
10253,2199.5,495950.4356,5406141.281,None,None,None,None,None,None,"[7219, 10253, 10269, 10268, 10265, 10264, 10263, 10261, 10259, 10246, 10255]","[0, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3]",PEDESTRIANS
10253,2199.6,495950.5887,5406141.387,None,None,None,None,None,None,"[10268, 7219, 10246, 10255, 10259, 10261, 10264, 10265, 10269, 10270, 10253]","[3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 4]",PEDESTRIANS
